company,Model name,year,fuel,seats,engine,km_driven,mileage,max_power,torque,Insurance 
Mahindra,Mahindra Bolero 2011-2019 ZLX,2014,Diesel,7,1582 CC,67000,15.4 kmpl,126.2 bhp,259.9Nm@ 1900-2750rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Mahindra,Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2007,Diesel,9,1396 CC,48000,22.32 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti 800 AC BSIII,2007,Petrol,4,1396 CC,35000,17.4 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Hyundai,Hyundai Verna 1.6 CRDI,2013,Diesel,5,1248 CC,60000,19.01 kmpl,88.5 bhp,200Nm@ 1750rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Tata,Tata Indica V2 DLE BSII,2009,Diesel,5,1197 CC,52000,25.4 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Renault,Renault KWID RXT,2017,Petrol,5,1498 CC,29000,16.0 kmpl,108.495 bhp,250Nm@ 1500-3000rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Hyundai,Hyundai i20 Active 1.2 S,2017,Petrol,5,1461 CC,50000,0.0 kmpl,83.8 bhp,200Nm@ 1750rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Renault,Renault KWID 1.0 RXT Optional,2016,Petrol,5,1197 CC,110000,19.7 kmpl,78.9 bhp,111.7Nm@ 4000rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Hyundai,Hyundai i20 1.2 Spotz,2018,Petrol,5,1197 CC,23000,,83.1 bhp,115Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Honda,Honda Jazz 1.5 VX i DTEC,2015,Diesel,5,1198 CC,40000,17.8 kmpl,67 bhp,104Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Swift VDI,2012,Diesel,5,1396 CC,60000,18.6 kmpl,88.7 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Maruti,Maruti Swift Dzire ZDI,2014,Diesel,5,1248 CC,127000,22.77 kmpl,74.02 bhp,190Nm@ 2000rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Maruti,Maruti Alto K10 LXI,2014,Petrol,5,1248 CC,140000,22.77 kmpl,88.76 bhp,200Nm@ 1750-3000rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Maruti,Maruti Swift Dzire ZDI,2013,Diesel,5,999 CC,5000,22.7 kmpl,72 bhp,96Nm@ 3500rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Mahindra,Mahindra Scorpio VLX 2WD BSIV,2012,Diesel,8,1248 CC,70000,26.1 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Tata,Tata Tiago 1.2 Revotron XZ,2018,Petrol,5,1248 CC,60000,18.5 kmpl,73.9 bhp,190Nm@ 2000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Mahindra,Mahindra XUV500 W6 2WD,2013,Diesel,7,1199 CC,40000,21.0 kmpl,74 bhp,110Nm@ 3000-4300rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Hyundai,Hyundai Santro Xing XK eRLX Euro II,2008,Petrol,5,1199 CC,40000,22.54 kmpl,74 bhp,110Nm@ 3000-4300rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Maruti,Maruti 800 AC,2007,Petrol,4,1061 CC,70000,17.8 kmpl,67 bhp,84Nm@ 3500rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Mahindra,Mahindra Bolero Pik-Up CBC 1.7T,2019,Diesel,2,1086 CC,35000,21.0 kmpl,68.05 bhp,99.04Nm@ 4500rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Tata,Tata Tiago 2019-2020 XZ,2020,Petrol,5,1396 CC,50000,17.8 kmpl,69 bhp,135Nm@ 2500rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Hyundai,Hyundai Verna CRDi SX ABS,2007,Diesel,5,1497 CC,42462,20.54 kmpl,116.3 bhp,146Nm@ 4800rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Maruti,Maruti Swift Dzire ZDI,2018,Diesel,5,1248 CC,54723,17.7 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Hyundai,Hyundai Santro Asta BSIV,2018,Petrol,5,1197 CC,20375,23.1 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Hyundai,Hyundai i20 1.2 Spotz,2017,Petrol,5,1248 CC,43978,20.62 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Tata,Tata Tiago 1.2 Revotron XZ,2017,Petrol,5,1248 CC,28832,18.6 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Toyota,Toyota Innova Crysta 2.4 ZX AT,2020,Diesel,7,1194 CC,3177,13.6 kmpl,94.93 bhp,119Nm@ 4250rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Maruti,Maruti 800 AC,1999,Petrol,4,1197 CC,39414,22.37 kmpl,81.86 bhp,113.75nm@ 4000rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Hyundai,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,Diesel,5,1396 CC,30078,19.33 kmpl,70 bhp,"12.4@ 2,600(kgm@ rpm)","Comapany Name:Reliance General,Policy Plan:1400000"
Honda,Honda Civic 1.8 V MT,2008,Petrol,5,814 CC,44588,14.1 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Maruti,Maruti Eeco 5 Seater AC BSIV,2017,Petrol,5,998 CC,49907,18.0 kmpl,67.04 bhp,90Nm@ 3500rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Mahindra,Mahindra Xylo E8 ABS Airbag,2011,Diesel,7,1197 CC,67082,19.16 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Renault,Renault KWID 1.0 RXT Optional,2016,Petrol,5,1197 CC,40000,21.79 kmpl,82 bhp,114Nm@ 4000rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
BMW,BMW 3 Series 320d Highline,2012,Diesel,5,1498 CC,112879,27.39 kmpl,98.96 bhp,205Nm@ 1750-3250rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Maruti,Maruti Swift Dzire VDi,2010,Diesel,5,1198 CC,80000,18.2 kmpl,86.8 bhp,109Nm@ 4500rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Maruti,Maruti Eeco 5 Seater AC BSIV,2016,Petrol,5,1197 CC,25000,12.99 kmpl,81.83 bhp,114.7Nm@ 4000rpm,"Comapany Name:ICICI Lombard,Policy Plan:1800000"
Toyota,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,Diesel,8,1497 CC,10200,22.0 kmpl,117.6 bhp,145Nm@ 4600rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Ford,Ford Ikon 1.8 D,2005,Diesel,,1493 CC,60000,16.78 kmpl,70 bhp,195Nm@ 1400-2200rpm,"Comapany Name:Reliance General,Policy Plan:1400000"
Maruti,Maruti Celerio VXI,2015,Petrol,5,998 CC,20000,22.0 kmpl,67.04 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai Santro Xing GL CNG,2011,CNG,,2179 CC,60000,24.0 kmpl,140 bhp,330Nm@ 1600-2800rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Wagon R LX Minor,2010,Petrol,5,999 CC,30000,16.78 kmpl,67 bhp,91Nm@ 4250rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Mahindra,Mahindra XUV500 W6 2WD,2015,Diesel,7,814 CC,40000,16.78 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai i20 1.2 Asta Option,2018,Petrol,5,1197 CC,60000,19.0 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Celerio ZXI Optional AMT BSIV,2018,Petrol,5,796 CC,111000,14.3 kmpl,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai Grand i10 Magna,2016,Petrol,5,1248 CC,70000,16.8 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,Diesel,8,998 CC,100000,13.6 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Mahindra,Mahindra TUV 300 T8,2015,Diesel,7,998 CC,100000,22.37 kmpl,67.1 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Swift VDI BSIV,2015,Diesel,5,998 CC,25000,19.33 kmpl,68.05 bhp,94.14Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Swift Dzire ZDi,2008,Diesel,5,1596 CC,100000,14.1 kmpl,99.6 bhp,146Nm@ 3400rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Wagon R VXI BSIII,2012,Petrol,5,1198 CC,35000,18.0 kmpl,77 bhp,190Nm@ 1750-2250rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai i20 1.2 Spotz,2018,Petrol,5,1186 CC,25000,19.16 kmpl,73.97 bhp,190.24nm@ 1750-2250rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai i20 Active 1.2 SX,2018,Petrol,5,796 CC,58000,21.79 kmpl,37 bhp,59Nm@ 2500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Swift VXI Windsong Limited edition,2015,Petrol,5,1194 CC,20000,27.39 kmpl,94.93 bhp,120Nm@ 4250rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Wagon R LXI BS IV,2014,Petrol,5,999 CC,1300,18.2 kmpl,67 bhp,91Nm@ 4250rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Alto LXi,2007,Petrol,5,796 CC,120000,12.99 kmpl,37 bhp,59Nm@ 2500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Tata,Tata Indica Vista TDI LS,2011,Diesel,5,998 CC,15000,22.0 kmpl,67.04 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Ford,Ford Figo Diesel EXI,2011,Diesel,5,1999 CC,9000,16.78 kmpl,177 bhp,430Nm@ 1750-2500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Mahindra,Mahindra Scorpio EX,2013,Diesel,8,2487 CC,20000,22.0 kmpl,214.56 bhp,202Nm@ 3600-5200rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Tata,Tata Indigo LX,2007,Diesel,5,1999 CC,45000,24.0 kmpl,177 bhp,430Nm@ 1750-2500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Toyota,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2011,Diesel,7,2179 CC,110000,16.78 kmpl,147.94 bhp,320Nm@ 1500-3000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Tata,Tata Indigo TDI,2012,Diesel,5,1969 CC,20000,16.78 kmpl,190 bhp,400Nm,"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,Petrol,5,2494 CC,68089,19.0 kmpl,157.7 bhp,213Nm@ 4500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Volkswagen,Volkswagen Polo 1.5 TDI Comfortline,2020,Diesel,5,998 CC,58343,14.3 kmpl,67.05 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai Xcent 1.2 VTVT S,2017,Petrol,5,1248 CC,38817,16.8 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Renault,Renault KWID 1.0,2016,Petrol,5,1199 CC,56494,28.4 kmpl,88.7 bhp,110Nm@ 4800rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Honda,Honda Civic 1.8 S MT,2006,Petrol,5,2494 CC,79328,17.92 kmpl,100.6 bhp,200Nm@ 1200-3600rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Tata,Tata Indigo CS eLX BS IV,2017,Diesel,5,1197 CC,5621,21.9 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Audi,Audi Q3 35 TDI Quattro Technology,2018,Diesel,5,1496 CC,25538,20.3 kmpl,88.73 bhp,132Nm@ 3000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai i20 1.4 CRDi Asta,2011,Diesel,5,1197 CC,69779,15.1 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Tata,Tata Nexon 1.2 Revotron XZ Plus,2020,Petrol,5,1186 CC,56290,11.0 kmpl,73.97 bhp,190.24nm@ 1750-2250rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai i20 1.4 CRDi Asta,2011,Diesel,5,1995 CC,7500,,190 bhp,400Nm@ 1750-2500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Ford,Ford Figo Diesel LXI,2012,Diesel,5,1995 CC,8500,21.14 kmpl,190 bhp,400Nm@ 1750-2500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti SX4 VDI,2012,Diesel,5,1199 CC,7032,15.4 kmpl,88.76 bhp,110Nm@ 4800rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti 800 EX 5 Speed,2006,Petrol,4,1598 CC,11000,18.2 kmpl,103.5 bhp,153Nm@ 3800rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Jaguar,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,Diesel,5,1984 CC,2000,28.09 kmpl,150 bhp,350Nm@ 1500-2750rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Jaguar,Jaguar XF 2.0 Diesel Portfolio,2017,Diesel,5,799 CC,25000,13.7 kmpl,53.3 bhp,72Nm@ 4386rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Tata,Tata Safari Storme EX,2015,Diesel,7,1461 CC,150000,18.15 kmpl,108.5 bhp,248Nm@ 2250rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Volvo,Volvo XC40 D4 Inscription BSIV,2019,Diesel,5,998 CC,10000,19.01 kmpl,67.04 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Toyota,Toyota Camry 2.5 Hybrid,2016,Petrol,5,1582 CC,70000,17.5 kmpl,126.2 bhp,259.9Nm@ 1900-2750rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Wagon R LXI,2013,Petrol,5,1248 CC,80000,17.57 kmpl,74 bhp,190Nm@ 1750-3000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Baleno Alpha 1.3,2018,Diesel,5,1248 CC,50000,21.38 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Honda,Honda Jazz VX,2016,Petrol,5,1582 CC,83000,17.0 kmpl,126.32 bhp,259.8Nm@ 1900-2750rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,Diesel,7,1248 CC,116000,15.96 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Swift AMT VVT VXI,2019,Petrol,5,1172 CC,60000,10.5 kmpl,67.1 bhp,96Nm@ 2500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Toyota,Toyota Etios VX,2017,Petrol,5,1248 CC,175802,16.1 kmpl,73.9 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Swift AMT ZXI,2018,Petrol,5,2494 CC,192000,22.32 kmpl,102 bhp,20.4@ 1400-3400(kgm@ rpm),"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz,2017,Diesel,5,1598 CC,73840,17.2 kmpl,103.6 bhp,153Nm@ 3800rpm,"Comapany Name:Go Digit,Policy Plan:6000"
BMW,BMW X4 M Sport X xDrive20d,2019,Diesel,5,2523 CC,162000,25.17 kmpl,63 bhp,180 Nm at 1440-1500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
BMW,BMW X4 M Sport X xDrive20d,2019,Diesel,5,999 CC,20000,17.19 kmpl,67 bhp,91Nm@ 4250rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Honda,Honda Amaze V CVT Petrol BSIV,2019,Petrol,5,1197 CC,75000,23.01 kmpl,82 bhp,114Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Volvo,Volvo V40 D3 R-Design,2018,Diesel,5,2179 CC,320000,18.6 kmpl,120 bhp,290Nm@ 1800-2800rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Mahindra,Mahindra XUV500 W8 2WD,2011,Diesel,7,1498 CC,120000,27.3 kmpl,103.2 bhp,250Nm@ 1500-2500rpm,"Comapany Name:GO Digit,Policy Plan:4300"
Tata,Tata Xenon XT EX 4X2,2014,Diesel,5,1197 CC,20000,22.9 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Swift VDI,2012,Diesel,5,1498 CC,40000,23.4 kmpl,108.6 bhp,250Nm@ 1500-2500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Tata,Tata Manza Aura (ABS) Safire,2010,Petrol,5,796 CC,20000,20.92 kmpl,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Tata,Tata Zest Quadrajet 1.3 75PS XE,2015,Diesel,5,814 CC,70000,23.4 kmpl,55.2 bhp,74.5Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Mahindra,Mahindra Xylo D2,2011,Diesel,8,1461 CC,30000,12.05 kmpl,108.45 bhp,245Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Swift Ldi BSIV,2010,Diesel,5,2179 CC,120000,23.84 kmpl,140 bhp,330Nm@ 1600-2800rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,Diesel,8,999 CC,25000,15.1 kmpl,67 bhp,91Nm@ 4250rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai Santro LP zipPlus,2003,Petrol,,799 CC,80000,17.8 kmpl,53.3 bhp,72Nm@ 4386rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Honda,Honda Amaze Anniversary Edition,2015,Diesel,5,1197 CC,67000,16.1 kmpl,85.8 bhp,114Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai i10 Era 1.1 iTech SE,2010,Petrol,5,1086 CC,120000,0.0 kmpl,68.05 bhp,99.04Nm@ 4500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Renault,Renault Duster 4x4,2014,Diesel,5,1248 CC,9000,23.84 kmpl,88.5 bhp,200Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Volkswagen,Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018,Diesel,5,1969 CC,20000,18.1 kmpl,190 bhp,400Nm,"Comapany Name:Go Digit,Policy Plan:6000"
Land,Land Rover Range Rover Evoque 2.2L Pure,2013,Diesel,5,1595 CC,80000,21.13 kmpl,102 bhp,"15@ 3,800(kgm@ rpm)","Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti 800 AC,2006,Petrol,4,2755 CC,60000,21.64 kmpl,174.5 bhp,450Nm@ 1600-2400rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Wagon R VXI Opt 1.2,2017,Petrol,5,1248 CC,120000,28.4 kmpl,88.8 bhp,200Nm@ 1750-3000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai Elite i20 Sportz Plus Diesel,2018,Diesel,5,2982 CC,60000,20.3 kmpl,170.30 bhp,410Nm@ 1600-2800rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Swift VDI,2012,Diesel,5,1498 CC,80000,18.6 kmpl,98.6 bhp,200Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai i20 1.4 Asta Option,2017,Diesel,5,2499 CC,120000,23.84 kmpl,80 bhp,"19@ 1,800(kgm@ rpm)","Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Wagon R VXI BS IV,2016,Petrol,5,1799 CC,24857,13.68 kmpl,139.46 bhp,174Nm@ 4300rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Tata,Tata Indica V2 eLX,2014,Diesel,5,998 CC,26442,16.1 kmpl,68.05 bhp,94.14Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Honda,Honda Amaze SX i-DTEC,2016,Diesel,5,1373 CC,35000,23.0 kmpl,91.1 bhp,130Nm@ 4000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Honda,Honda Brio V MT,2012,Petrol,5,796 CC,28000,13.5 kmpl,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Alto 800 LXI,2014,Petrol,5,1248 CC,80000,15.37 kmpl,88.8 bhp,200Nm@ 1750rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Hyundai,Hyundai EON Magna Plus,2014,Petrol,5,796 CC,39000,14.0 kmpl,46.3 bhp,62Nm@ 3000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Tata,Tata Nano Lx BSIV,2010,Petrol,4,998 CC,20000,23.01 kmpl,67 bhp,90Nm@ 3500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Mahindra,Mahindra XUV300 W8 Option Diesel BSIV,2019,Diesel,5,1461 CC,50000,16.07 kmpl,84.8 bhp,200Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Mercedes-Benz,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,Diesel,5,1199 CC,40000,19.3 kmpl,88.7 bhp,110Nm@ 4800rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Alto LX,2010,Petrol,5,1197 CC,15000,15.37 kmpl,82 bhp,114Nm@ 4000rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Swift Vdi BSIII,2010,Diesel,5,1197 CC,15000,12.99 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Volkswagen,Volkswagen Vento Diesel Highline,2012,Diesel,5,1197 CC,30000,,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Alto K10 2010-2014 VXI,2011,Petrol,5,1498 CC,70000,23.1 kmpl,98.6 bhp,200Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Volkswagen,Volkswagen Jetta 2.0L TDI Comfortline,2012,Diesel,5,995 CC,80000,,62.1 bhp,90.3Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Mahindra,Mahindra Scorpio VLX 4WD AIRBAG BSIV,2011,Diesel,8,2523 CC,80000,18.9 kmpl,63 bhp,180Nm@ 1440-1500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Swift AMT ZDI,2018,Diesel,5,1396 CC,120000,16.0 kmpl,88.73 bhp,219.7Nm@ 1500-2750rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Ford,Ford Figo Diesel Celebration Edition,2013,Diesel,5,1461 CC,90000,18.6 kmpl,83.8 bhp,200Nm@ 1900rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Swift Dzire VDi,2009,Diesel,5,1248 CC,110000,23.1 kmpl,73.74 bhp,172.5Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Swift Dzire VDi,2009,Diesel,5,2494 CC,120000,18.9 kmpl,100.6 bhp,200Nm@ 1400-3400rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Honda,Honda Amaze EX i-Vtech,2013,Petrol,5,1582 CC,80000,12.99 kmpl,126.2 bhp,259.9Nm@ 1900-2750rpm,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti A-Star Vxi,2010,Petrol,5,1197 CC,5000,18.49 kmpl,81.80 bhp,113Nm@ 4200rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Tata,Tata New Safari DICOR 2.2 EX 4x4 BS IV,2010,Diesel,7,1198 CC,50000,25.2 kmpl,86.8 bhp,109Nm@ 4500rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai Verna 1.6 CRDI,2011,Diesel,5,1248 CC,65000,19.3 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Hyundai,Hyundai Verna 1.6 CRDI,2011,Diesel,5,1248 CC,35000,18.9 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Renault,Renault KWID 1.0 RXT 02 Anniversary Edition,2017,Petrol,5,1498 CC,90000,18.6 kmpl,98.6 bhp,200Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Mahindra,Mahindra Scorpio 2.6 Turbo 9 Str,2008,Diesel,9,1248 CC,100000,17.19 kmpl,74 bhp,190Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Tata,Tata Manza Aqua Quadrajet BS IV,2010,Diesel,5,799 CC,15000,20.4 kmpl,53.3 bhp,72Nm@ 4386rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Mahindra,Mahindra Bolero Power Plus SLE,2018,Diesel,7,1399 CC,147000,20.51 kmpl,68 bhp,160Nm@ 2000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Swift VXI,2020,Petrol,5,2179 CC,20000,19.7 kmpl,140 bhp,330Nm@ 1600-2800rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Alto 800 VXI,2014,Petrol,5,1396 CC,120000,25.44 kmpl,90 bhp,22.4 kgm at 1750-2750rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Swift ZDi,2014,Diesel,5,2494 CC,250000,19.4 kmpl,102 bhp,20.4@ 1400-3400(kgm@ rpm),"Comapany Name:Go Digit,Policy Plan:6000"
Maruti,Maruti Ciaz VDI SHVS,2017,Diesel,5,1498 CC,69000,20.0 kmpl,99 bhp,215Nm@ 1750-3000rpm,"Comapany Name:Go Digit,Policy Plan:6000"
Honda,Honda City V MT,2012,Petrol,5,1248 CC,80000,14.0 kmpl,88.5 bhp,200Nm@ 1750rpm,"Comapany Name:Go Digit,Policy Plan:6000"
